gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
4009908604	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/242437515/original.jpg	https://www.inaturalist.org/photos/242437515					2022-11-08T21:18:07Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
4009908604	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/242437467/original.jpg	https://www.inaturalist.org/photos/242437467					2022-11-08T21:18:07Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
4009908604	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/242437481/original.jpg	https://www.inaturalist.org/photos/242437481					2022-11-08T21:18:07Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
3988643612	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/242437724/original.jpg	https://www.inaturalist.org/photos/242437724					2022-11-08T21:29:55Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
3988485636	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/242884805/original.jpeg	https://www.inaturalist.org/photos/242884805					2022-11-08T23:17:58Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
3988485636	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/242884788/original.jpeg	https://www.inaturalist.org/photos/242884788					2022-11-08T23:16:59Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
3988485636	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/242884786/original.jpeg	https://www.inaturalist.org/photos/242884786					2022-11-08T23:16:49Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
3988485636	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/242884797/original.jpeg	https://www.inaturalist.org/photos/242884797					2022-11-08T23:17:36Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
3963254619	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/235540125/original.jpeg	https://www.inaturalist.org/photos/235540125					2022-10-07T17:27:04Z	Robert Langellier		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Robert Langellier
3963254619	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/235540081/original.jpeg	https://www.inaturalist.org/photos/235540081					2022-10-07T17:29:21Z	Robert Langellier		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Robert Langellier
3963254619	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/235540102/original.jpeg	https://www.inaturalist.org/photos/235540102					2022-10-07T17:29:11Z	Robert Langellier		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Robert Langellier
3925460610	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/229784627/original.jpeg	https://www.inaturalist.org/photos/229784627					2022-09-06T21:18:50Z	neaturephyter		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	neaturephyter
3925460610	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/229784385/original.jpeg	https://www.inaturalist.org/photos/229784385					2022-09-06T21:18:04Z	neaturephyter		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	neaturephyter
3925460610	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/229784496/original.jpeg	https://www.inaturalist.org/photos/229784496					2022-09-06T21:18:10Z	neaturephyter		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	neaturephyter
3925156614	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/225609337/original.jpg	https://www.inaturalist.org/photos/225609337					2022-08-26T15:24:48Z	Grant Fessler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Grant Fessler
3925156614	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/225609485/original.jpg	https://www.inaturalist.org/photos/225609485					2022-08-26T15:24:48Z	Grant Fessler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Grant Fessler
3925156614	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/225609248/original.jpg	https://www.inaturalist.org/photos/225609248					2022-08-26T15:24:48Z	Grant Fessler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Grant Fessler
3925156614	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/225609171/original.jpg	https://www.inaturalist.org/photos/225609171					2022-08-26T15:24:48Z	Grant Fessler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Grant Fessler
3925037576	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/220856487/original.jpeg	https://www.inaturalist.org/photos/220856487					2022-08-05T20:09:30Z	r_vanherik		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	r_vanherik
3925037576	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/220856457/original.jpeg	https://www.inaturalist.org/photos/220856457					2022-08-05T19:41:16Z	r_vanherik		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	r_vanherik
3925037576	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/220856401/original.jpeg	https://www.inaturalist.org/photos/220856401					2022-08-05T19:41:13Z	r_vanherik		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	r_vanherik
3915290692	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/232429315/original.jpg	https://www.inaturalist.org/photos/232429315					2022-09-22T16:26:29Z	axleym		iNaturalist	http://creativecommons.org/licenses/by/4.0/	axleym
3915290692	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/232429256/original.jpg	https://www.inaturalist.org/photos/232429256					2022-09-22T16:26:29Z	axleym		iNaturalist	http://creativecommons.org/licenses/by/4.0/	axleym
3915290692	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/232429284/original.jpg	https://www.inaturalist.org/photos/232429284					2022-09-22T16:26:29Z	axleym		iNaturalist	http://creativecommons.org/licenses/by/4.0/	axleym
3915290692	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/232429231/original.jpg	https://www.inaturalist.org/photos/232429231					2022-09-22T16:26:29Z	axleym		iNaturalist	http://creativecommons.org/licenses/by/4.0/	axleym
3912318476	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/225973285/original.jpeg	https://www.inaturalist.org/photos/225973285					2022-08-26T17:12:38Z	Grant Fessler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Grant Fessler
3912318476	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/225973406/original.jpeg	https://www.inaturalist.org/photos/225973406					2022-08-26T17:12:45Z	Grant Fessler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Grant Fessler
3912318476	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/225972606/original.jpeg	https://www.inaturalist.org/photos/225972606					2022-08-26T17:12:21Z	Grant Fessler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Grant Fessler
3912318476	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/225973100/original.jpeg	https://www.inaturalist.org/photos/225973100					2022-08-26T17:12:36Z	Grant Fessler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Grant Fessler
3912318476	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/225972860/original.jpeg	https://www.inaturalist.org/photos/225972860					2022-08-26T17:12:31Z	Grant Fessler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Grant Fessler
3912318476	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/225972733/original.jpeg	https://www.inaturalist.org/photos/225972733					2022-08-26T17:12:26Z	Grant Fessler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Grant Fessler
3897649817	StillImage	image/jpeg	https://cch2.org/imglib/cch2/RSA_VascularPlants/RSA0405/RSA0405778_lg.jpg										http://creativecommons.org/licenses/by-nc/4.0/	RSA - California Botanic Garden Herbarium (RSA-VascularPlants)
3460990403	StillImage	image/jpeg	https://media01.symbiota.org/media/seinet/sernec/ANHC/ANHC018/ANHC018828.JPG										http://creativecommons.org/licenses/by-nc/3.0/	Arkansas Natural Heritage Commission Herbarium (ANHC)
3460990394	StillImage	image/jpeg	https://media01.symbiota.org/media/seinet/sernec/ANHC/ANHC018/ANHC018827.JPG										http://creativecommons.org/licenses/by-nc/3.0/	Arkansas Natural Heritage Commission Herbarium (ANHC)
3460990392	StillImage	image/jpeg	https://media01.symbiota.org/media/seinet/sernec/ANHC/ANHC018/ANHC018830.JPG										http://creativecommons.org/licenses/by-nc/3.0/	Arkansas Natural Heritage Commission Herbarium (ANHC)
3456737779	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/156523254/original.jpg	https://www.inaturalist.org/photos/156523254					2021-09-10T14:29:37Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
3456737779	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/156522086/original.jpg	https://www.inaturalist.org/photos/156522086					2021-09-10T14:29:37Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
3456531943	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/142054151/original.jpg	https://www.inaturalist.org/photos/142054151					2021-07-08T19:25:14Z	Ryan Sorrells		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Ryan Sorrells
3456531943	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/142054166/original.jpg	https://www.inaturalist.org/photos/142054166					2021-07-08T19:25:19Z	Ryan Sorrells		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Ryan Sorrells
3456531943	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/142054140/original.jpg	https://www.inaturalist.org/photos/142054140					2021-07-08T19:25:09Z	Ryan Sorrells		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Ryan Sorrells
3456099020	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/161385125/original.jpeg	https://www.inaturalist.org/photos/161385125					2021-09-13T16:25:00Z	kbildner		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kbildner
3455472319	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/132531312/original.jpg	https://www.inaturalist.org/photos/132531312					2021-05-29T22:37:42Z	Rick Gray		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Rick Gray
3455472319	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/132531433/original.jpg	https://www.inaturalist.org/photos/132531433					2021-05-29T22:37:42Z	Rick Gray		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Rick Gray
3455472319	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/132531363/original.jpg	https://www.inaturalist.org/photos/132531363					2021-05-29T22:37:42Z	Rick Gray		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Rick Gray
3455472319	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/132531400/original.jpg	https://www.inaturalist.org/photos/132531400					2021-05-29T22:37:42Z	Rick Gray		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Rick Gray
3428200066	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1542160364402aitghNwtP0PAon2s		LY0315869				2018-04-13T03:07:55Z	Picturae		RECOLNAT (ANR-11-INBS-0004)	http://creativecommons.org/licenses/by/4.0/	RECOLNAT (ANR-11-INBS-0004)
3384985786	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/157164776/original.jpg	https://www.inaturalist.org/photos/157164776					2021-09-13T15:22:57Z	Ted C. MacRae		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ted C. MacRae
3384985786	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/157166601/original.jpg	https://www.inaturalist.org/photos/157166601					2021-09-13T15:22:57Z	Ted C. MacRae		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ted C. MacRae
3384985786	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/157166890/original.jpg	https://www.inaturalist.org/photos/157166890					2021-09-13T15:22:57Z	Ted C. MacRae		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ted C. MacRae
3384985786	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/157166642/original.jpg	https://www.inaturalist.org/photos/157166642					2021-09-13T15:22:57Z	Ted C. MacRae		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ted C. MacRae
3384302029	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/150354777/original.jpg	https://www.inaturalist.org/photos/150354777					2021-08-12T23:10:01Z	Jeff Steele		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jeff Steele
3384302029	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/150354764/original.jpg	https://www.inaturalist.org/photos/150354764					2021-08-12T23:10:01Z	Jeff Steele		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jeff Steele
3356852493	StillImage	image/jpeg	http://data.huh.harvard.edu/f79e190a-18d7-4caa-a7f8-939bfaf86819/image	http://data.huh.harvard.edu/f79e190a-18d7-4caa-a7f8-939bfaf86819					2020-08-26T00:00:00Z				https://huh.harvard.edu/access-digital-reproductions-works-public-domain	President and Fellows of Harvard College
3356830585	StillImage	image/jpeg	http://data.huh.harvard.edu/1b98c7c8-465b-481f-a36f-c543a07fe69f/image	http://data.huh.harvard.edu/1b98c7c8-465b-481f-a36f-c543a07fe69f					2020-08-26T00:00:00Z				https://huh.harvard.edu/access-digital-reproductions-works-public-domain	President and Fellows of Harvard College
3356810016	StillImage	image/jpeg	http://data.huh.harvard.edu/b39e0995-993e-4cc1-a464-2471c2b5410a/image	http://data.huh.harvard.edu/b39e0995-993e-4cc1-a464-2471c2b5410a					2020-08-26T00:00:00Z				https://huh.harvard.edu/access-digital-reproductions-works-public-domain	President and Fellows of Harvard College
3079681923	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/92640445/original.jpg	https://www.inaturalist.org/photos/92640445					2020-08-30T15:11:24Z	mjadams		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	mjadams
3079481671	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/50660802/original.jpeg	https://www.inaturalist.org/photos/50660802					2019-09-08T00:13:49Z	Derek Ziomber		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Derek Ziomber
3079481671	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/50660808/original.jpeg	https://www.inaturalist.org/photos/50660808					2019-09-08T00:14:16Z	Derek Ziomber		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Derek Ziomber
2898261494	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/94751772/original.jpeg	https://www.inaturalist.org/photos/94751772					2020-09-11T17:44:02Z	John Boldt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	John Boldt
2898261494	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/94751863/original.jpeg	https://www.inaturalist.org/photos/94751863					2020-09-11T17:44:16Z	John Boldt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	John Boldt
2898261494	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/94754029/original.jpeg	https://www.inaturalist.org/photos/94754029					2020-09-11T17:44:54Z	John Boldt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	John Boldt
2898261494	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/94754365/original.jpeg	https://www.inaturalist.org/photos/94754365					2020-09-11T17:46:15Z	John Boldt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	John Boldt
2898261494	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/94751829/original.jpeg	https://www.inaturalist.org/photos/94751829					2020-09-11T17:44:09Z	John Boldt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	John Boldt
2898261494	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/94755225/original.jpeg	https://www.inaturalist.org/photos/94755225					2020-09-11T17:49:10Z	John Boldt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	John Boldt
2898261494	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/94754225/original.jpeg	https://www.inaturalist.org/photos/94754225					2020-09-11T17:45:45Z	John Boldt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	John Boldt
2898259487	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/93988441/original.jpeg	https://www.inaturalist.org/photos/93988441					2020-09-07T17:30:09Z	Adam		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Adam
2898259487	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/93990570/original.jpeg	https://www.inaturalist.org/photos/93990570					2020-09-07T17:11:19Z	Adam		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Adam
2898259487	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/93990548/original.jpeg	https://www.inaturalist.org/photos/93990548					2020-09-07T17:32:08Z	Adam		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Adam
2883224016	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/99414119/original.jpg	https://www.inaturalist.org/photos/99414119					2020-10-08T21:10:43Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
2868209503	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/92429776/original.jpeg	https://www.inaturalist.org/photos/92429776					2020-08-29T16:16:12Z	Jeremie		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jeremie
2563430198	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/17657858/original.jpg	https://www.inaturalist.org/photos/17657858					2018-05-08T14:49:21Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
2563430198	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/17657856/original.jpg	https://www.inaturalist.org/photos/17657856					2018-05-08T14:49:21Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
2517941877	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/17617216/original.jpg	https://www.inaturalist.org/photos/17617216					2018-05-07T16:59:12Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
2517941877	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/17617210/original.jpg	https://www.inaturalist.org/photos/17617210					2018-05-07T16:59:12Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
2513010952	StillImage	image/jpeg	https://medialib.naturalis.nl/file/id/AMD.30131/format/large			AMD.30131							http://creativecommons.org/publicdomain/zero/1.0/	Naturalis Biodiversity Center
2422935992	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/50520778/original.jpeg	https://www.inaturalist.org/photos/50520778					2019-09-06T02:20:34Z	Derek Ziomber		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Derek Ziomber
2422935992	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/50520699/original.jpeg	https://www.inaturalist.org/photos/50520699					2019-09-06T02:19:40Z	Derek Ziomber		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Derek Ziomber
2422935992	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/50520847/original.jpeg	https://www.inaturalist.org/photos/50520847					2019-09-06T02:23:58Z	Derek Ziomber		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Derek Ziomber
2422935992	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/50520738/original.jpeg	https://www.inaturalist.org/photos/50520738					2019-09-06T02:20:08Z	Derek Ziomber		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Derek Ziomber
2422935992	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/50520800/original.jpeg	https://www.inaturalist.org/photos/50520800					2019-09-06T02:23:32Z	Derek Ziomber		iNaturalist	http://creativecommons.org/licenses/by-nc-sa/4.0/	Derek Ziomber
2294644876	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/45852230/original.jpg	https://www.inaturalist.org/photos/45852230					2019-07-22T16:23:26Z	cassi saari		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cassi saari
2294644876	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/45852215/original.jpg	https://www.inaturalist.org/photos/45852215					2019-07-22T16:23:21Z	cassi saari		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	cassi saari
2270491431	StillImage	image/jpeg	https://media01.symbiota.org/media/h_seinet/seinet/ASU/ASU0297/ASU0297351_lg.jpg										http://creativecommons.org/licenses/by-nc/3.0/	Arizona State University Vascular Plant Herbarium (ASU-Plants)
2006091332	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/32098775/original.jpeg	https://www.inaturalist.org/photos/32098775					2006-10-18T22:43:38Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
2006091332	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/32098737/original.jpeg	https://www.inaturalist.org/photos/32098737					2006-10-18T22:06:04Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
2006091332	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/32098746/original.jpg	https://www.inaturalist.org/photos/32098746					2006-10-18T22:06:16Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
2006090989	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/32098548/original.jpeg	https://www.inaturalist.org/photos/32098548					2006-10-17T23:43:32Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
2006090989	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/32098545/original.jpeg	https://www.inaturalist.org/photos/32098545					2006-10-17T23:43:18Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
2006036983	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/31195386/original.jpg	https://www.inaturalist.org/photos/31195386					2008-09-07T17:37:22Z	Jane Ward		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jane Ward
2005288788	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/31195298/original.jpg	https://www.inaturalist.org/photos/31195298					2009-09-12T16:34:00Z	Jane Ward		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jane Ward
2005288776	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/31195317/original.jpg	https://www.inaturalist.org/photos/31195317					2009-09-12T16:34:00Z	Jane Ward		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jane Ward
2005288739	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/31195305/original.jpg	https://www.inaturalist.org/photos/31195305					2009-09-12T16:34:00Z	Jane Ward		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jane Ward
1999373171	StillImage	image/jpeg	http://data.huh.harvard.edu/f20602a9-3671-4b6c-ba8b-3571d735fcda/image	http://data.huh.harvard.edu/f20602a9-3671-4b6c-ba8b-3571d735fcda					2012-03-15T00:00:00Z				https://huh.harvard.edu/access-digital-reproductions-works-public-domain	President and Fellows of Harvard College
1931382133	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1231/173/02027693.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930961188	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1230/239/00030989.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930686283	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1230/242/00030992.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1930237015	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1231/169/02027689.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929997457	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1230/237/00030987.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929994883	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1231/167/02027687.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929886638	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1231/166/02027686.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929851892	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1231/171/02027691.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929630631	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1231/172/02027692.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929187571	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1231/168/02027688.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929130958	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1230/238/00030988.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1929087618	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1231/170/02027690.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928996733	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1230/240/00030990.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928842266	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1230/236/00030986.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928794581	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1230/235/00030985.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928685153	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1231/165/02027685.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928564613	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1231/164/02027684.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
