gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
3384985786				https://creativecommons.org/licenses/by-nc/4.0/	2022-08-16T04:58:31Z		https://www.inaturalist.org/observations/94722547	Ted C. MacRae					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 28151m to protect threatened taxon			https://www.inaturalist.org/observations/94722547	94722547		Ted C. MacRae	https://orcid.org/0000-0002-4997-934X																							Restored bottomland prairie. This is the northernmost known station along the Mississippi River for this federally listed threatened species.															2021-09-13T10:22:57-05:00	10:22:57-05:00						Mon Sep 13 2021 10:22:57 GMT-0500 (CDT)																US	Missouri				Missouri, US												39.105899315	-90.6464744735	EPSG:4326	28151																																		206681014				Ted C. MacRae	https://orcid.org/0000-0002-4997-934X	2021-09-13T16:22:23Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
3384302029				https://creativecommons.org/licenses/by-nc/4.0/	2022-09-14T03:59:35Z		https://www.inaturalist.org/observations/90942583	Jeff Steele					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27537m to protect threatened taxon			https://www.inaturalist.org/observations/90942583	90942583		Jeff Steele																																							2021-08-12T18:10:01-05:00	18:10:01-05:00						Thu Aug 12 2021 18:10:01 GMT-0500 (CDT)																US	Wisconsin				Dane County, US-WI, US												43.055583202	-89.3710409487	EPSG:4326	27537																																		221631888				z-bot		2021-11-19T14:45:51Z			I learned about that population from another post and forgot about this one. What an odd thing to have planted there.	159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
3356852493	https://huh.harvard.edu/access-digital-reproductions-works-public-domain		en	https://huh.harvard.edu/pages/use	2021-06-28 14:13:23		http://data.huh.harvard.edu/f79e190a-18d7-4caa-a7f8-939bfaf86819/image	President and Fellows of Harvard College	http://purl.org/dc/dcmitype/PhysicalObject	urn:lsid:biocol.org:col:15631	urn:lsid:biocol.org:col:15631		GH	GH	Harvard University Herbaria: All Records		PreservedSpecimen			"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}"	f79e190a-18d7-4caa-a7f8-939bfaf86819	barcode-02215194		H. K. D. Eggert					undetermined		NotDetermined								present	Sheet	in collection	[see Simple Media extension]																					1893-10-18				1893	10	18											North America;United States of America;Illinois;Saint Clair County;	North America				United States of America	US	Illinois	Saint Clair County		[data not captured]	[data not captured]																																																																			Boltonia decurrens (Torr. & A. Gray) Alph. Wood													Asteraceae				Boltonia				decurrens					(Torr. & A. Gray) Alph. Wood					
3356830585	https://huh.harvard.edu/access-digital-reproductions-works-public-domain		en	https://huh.harvard.edu/pages/use	2021-06-28 14:12:58		http://data.huh.harvard.edu/1b98c7c8-465b-481f-a36f-c543a07fe69f/image	President and Fellows of Harvard College	http://purl.org/dc/dcmitype/PhysicalObject	urn:lsid:biocol.org:col:15631	urn:lsid:biocol.org:col:15631		GH	GH	Harvard University Herbaria: All Records		PreservedSpecimen			"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}"	1b98c7c8-465b-481f-a36f-c543a07fe69f	barcode-02215195		F. E. McDonald					undetermined		NotDetermined								present	Sheet	in collection	[see Simple Media extension]																					1904-09				1904	9												North America;United States of America;Illinois;	North America				United States of America	US	Illinois			[data not captured]	[data not captured]																																																																			Boltonia decurrens (Torr. & A. Gray) Alph. Wood													Asteraceae				Boltonia				decurrens					(Torr. & A. Gray) Alph. Wood					
3356810016	https://huh.harvard.edu/access-digital-reproductions-works-public-domain		en	https://huh.harvard.edu/pages/use	2021-06-28 14:29:34		http://data.huh.harvard.edu/b39e0995-993e-4cc1-a464-2471c2b5410a/image	President and Fellows of Harvard College	http://purl.org/dc/dcmitype/PhysicalObject	urn:lsid:biocol.org:col:15631	urn:lsid:biocol.org:col:15631		GH	GH	Harvard University Herbaria: All Records		PreservedSpecimen			"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}"	b39e0995-993e-4cc1-a464-2471c2b5410a	barcode-02215193		[data not captured]					undetermined		NotDetermined								present	Sheet	in collection	[see Simple Media extension]																					1873				1873													North America;United States of America;Illinois;	North America				United States of America	US	Illinois			[data not captured]	[data not captured]																																																																			Boltonia decurrens (Torr. & A. Gray) Alph. Wood													Asteraceae				Boltonia				decurrens					(Torr. & A. Gray) Alph. Wood					
3079681923				https://creativecommons.org/licenses/by-nc/4.0/	2021-04-07T22:45:38Z		https://www.inaturalist.org/observations/58047405	mjadams					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27908m to protect threatened taxon			https://www.inaturalist.org/observations/58047405	58047405		mjadams																																							2020-08-30T10:11:24-05:00	10:11:24-05:00						Sun Aug 30 2020 10:11:24 GMT-0500 (CDT)																US	Illinois				Illinois, US												40.6197967813	-89.1007584515	EPSG:4326	27908																																		127113875				mjadams		2020-08-30T17:09:36Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
3079481671				https://creativecommons.org/licenses/by-nc/4.0/	2024-12-04T16:57:49Z		https://www.inaturalist.org/observations/32308915	Derek Ziomber					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27723m to protect threatened taxon			https://www.inaturalist.org/observations/32308915	32308915		Derek Ziomber																																							2019-09-07T17:13:40-05:00	17:13:40-05:00						2019-09-07 5:13:40 PM CDT																US	Illinois				Illinois, US												41.9464356093	-87.7084287837	EPSG:4326	27723																																		70195293				Derek Ziomber		2019-09-09T06:48:03Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
3059669622					2025-04-24 19:57:42		https://cch2.org/portal/collections/individual/index.php?occid=4089170				f3fbf434-c09e-46fa-bc30-99138cd73a71		CDA				PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceRemarks, georeferencedBy, georeferenceSources, habitat			d225d5fc-1a5e-4b7d-9e15-43653b736827	CDA-0045903		R.T. Rexroat							Flowering & Fruiting				Wild: native/naturalized					Standard sheet																											1966														North America				United States	US	Illinois	Mason																																																														377841								Boltonia decurrens							Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Asterales|Asteraceae|Boltonia	Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Wood					
2898261494				https://creativecommons.org/licenses/by-nc/4.0/	2021-12-18T23:52:48Z		https://www.inaturalist.org/observations/59309482	John Boldt					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27723m to protect threatened taxon			https://www.inaturalist.org/observations/59309482	59309482		John Boldt																																							2020-09-11T10:44:00-05:00	10:44:00-05:00						2020/09/11 10:44 AM CDT																US	Illinois				Illinois, US												41.8685745007	-87.7287070988	EPSG:4326	27723																																		129734110				John Boldt		2020-09-12T12:42:02Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
2898259487				https://creativecommons.org/licenses/by-nc/4.0/	2022-05-31T20:20:19Z		https://www.inaturalist.org/observations/58845363	Adam					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 28210m at the request of the observer			https://www.inaturalist.org/observations/58845363	58845363		Adam																																							2020-09-07T10:32:08-05:00	10:32:08-05:00						2020-09-07 10:32:08 AM CDT																US	Missouri				St. Charles County, US-MO, US												38.6168204864	-90.6918799771	EPSG:4326	28210																																		128747590				Adam		2020-09-07T15:47:35Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
2883224016				https://creativecommons.org/licenses/by-nc/4.0/	2022-07-21T15:08:28Z		https://www.inaturalist.org/observations/62076681	Paul Marcum					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 28210m to protect threatened taxon			https://www.inaturalist.org/observations/62076681	62076681		Paul Marcum																																							2020-10-08T16:10:43-05:00	16:10:43-05:00						Thu Oct 08 2020 16:10:43 GMT-0500 (CDT)																US	Illinois				Illinois, US												38.624920186	-90.0758270479	EPSG:4326	28210																																		135374199				Paul Marcum		2020-10-09T00:27:50Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
2868209503				https://creativecommons.org/licenses/by-nc/4.0/	2020-09-26T15:20:00Z		https://www.inaturalist.org/observations/57919860	Jeremie					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27847m to protect threatened taxon			https://www.inaturalist.org/observations/57919860	57919860		Jeremie																																							2020-08-29T09:16:12Z	09:16:12Z						2020-08-29 9:16:12 AM CDT																US	Indiana				Indiana, US												41.030156404	-87.5377245412	EPSG:4326	27847																																		126855203				Jeremie		2020-08-29T14:19:49Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
2859341875					2006-09-28 00:00:00		https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11861316	Carnegie Museum of Natural History			a3883acd-bc7d-40f2-a6e4-372a3435e5d1		CM	botany			PreservedSpecimen				3CAE8E41-691B-46F7-92C8-81DA802A2407	CM519460	s.n.	Eggert, H.							fl-fr																																1893-10-18		291		1893	10	18																United States	US	Illinois	St. Clair		Indian Lake																			,																																			synonymy						74861								Boltonia asteroides var. decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia|Boltonia asteroides	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				asteroides	decurrens		Variety	var.	(Torr. & A. Gray) Fernald					
2859336886					2006-09-28 00:00:00		https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11861315	Carnegie Museum of Natural History			a3883acd-bc7d-40f2-a6e4-372a3435e5d1		CM	botany			PreservedSpecimen				A778E47B-0310-4AFE-B7F2-4D96E1427578	CM519459	s.n.	Patterson, H.N.							fl-fr																																1876-09				1876	9	0	1876-9															United States	US	Illinois	Henderson		banks of Mississippi [River], Oquawka																			,																																			synonymy						74861								Boltonia asteroides var. decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia|Boltonia asteroides	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				asteroides	decurrens		Variety	var.	(Torr. & A. Gray) Fernald					
2573189023					2025-04-23 02:12:04		https://nansh.org/portal/collections/individual/index.php?occid=8681966	University of Vermont			58ab88f3-0034-461c-9c44-9e525c4d360f		VT				PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat			b37fd029-c0de-4834-84f1-d5583833cb15	UVMVT163706		Hill, S. R.																								Frequent; Rays pale pink; disc yellow; perennial herb (1.5-) 2-3 m tall. Ca 1.5 pls/sq.m in 5 acre area																			1997																		United States	US	Illinois	Marshall																																																								S. R. Hill		10/1997				74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
2573187898					2025-04-23 02:12:04		https://nansh.org/portal/collections/individual/index.php?occid=8681960	University of Vermont			58ab88f3-0034-461c-9c44-9e525c4d360f		VT				PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, verbatimCoordinates, habitat			a2ced891-a9b0-49e9-8f92-a903f435bfac	UVMVT163700		Hill, S. R.																								Locally common at northwest corner of pond; Rays white to pale pink, disc yellow, plant somewhat glaucous-green, most 1-1.5 meter tall. Some plants fallen over and with adventitious roots along stem.																			2006																		United States	US	Illinois	Cass																																																								S. R. Hill		2006				74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
2573187756					2025-04-23 02:12:04		https://nansh.org/portal/collections/individual/index.php?occid=8681964	University of Vermont			58ab88f3-0034-461c-9c44-9e525c4d360f		VT				PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, georeferenceSources, habitat			e5164187-ef3f-4dfe-8501-b3aeec790298	UVMVT163704		Hill, S. R.																								Locally common; Rays pale pink, almost white, disc yellow; plant somewhat glaucous, perennial 1-3 m. tall.																			1998																		United States	US	Illinois	La Salle																																																								S. R. Hill		10/1998				74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
2573187723					2025-04-23 02:12:04		https://nansh.org/portal/collections/individual/index.php?occid=8681959	University of Vermont			58ab88f3-0034-461c-9c44-9e525c4d360f		VT				PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, georeferenceSources, habitat			164f7a9e-328d-4667-b291-b797eda42ccd	UVMVT163699		Hill, S. R.																								Locally common; Rays pinkish, disc yellow; erect perennial herb																			2006																		United States	US	Illinois	Bureau																																																								S. R. Hill		2006				74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
2573187337					2025-04-23 02:12:04		https://nansh.org/portal/collections/individual/index.php?occid=8681962	University of Vermont			58ab88f3-0034-461c-9c44-9e525c4d360f		VT				PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat			61a533f8-f083-4c5e-a91f-69cb4fd1681e	UVMVT163702		Hill, S. R.																						Eupatorium		Rather common in open field [ca. 300 individuals]; Rays pale pink to white, disk yellow; herb 1.5-2 m tall																			1995																		United States	US	Illinois	Woodford																																																								S. R. Hill		10/1995				74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
2573187134					2025-04-23 02:12:04		https://nansh.org/portal/collections/individual/index.php?occid=8681963	University of Vermont			58ab88f3-0034-461c-9c44-9e525c4d360f		VT				PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat			8386fc2c-5b0e-4802-8a95-a7a0602b797d	UVMVT163703		Hill, S. R.																						Aster		Locally common; Perennial, rays pale pink, nearly white; disc yellow. Plant glaucous, 1-2 m tall																			1998																		United States	US	Illinois	Bureau																																																								S. R. Hill		10/1998				74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
2573186644					2025-04-23 02:12:04		https://nansh.org/portal/collections/individual/index.php?occid=8681968	University of Vermont			58ab88f3-0034-461c-9c44-9e525c4d360f		VT				PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, verbatimCoordinates, georeferenceSources, habitat			28f6098c-7ed9-4a68-91bb-cb7ae719da0a	UVMVT163708		Hill, S. R.; T. Kompare, P. Tessene																						Acer saccharinum, Morus alba, Platanus, Polygonum, Salix		Occasional; Rays very pale pink, disc yellow; glaucous blue-green herb 1.5-2 m tall																			1996																		United States	US	Illinois	Peoria																																																								S. R. Hill		10/1996				74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
2573186276					2025-04-23 02:12:04		https://nansh.org/portal/collections/individual/index.php?occid=8681961	University of Vermont			58ab88f3-0034-461c-9c44-9e525c4d360f		VT				PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, georeferenceSources, habitat			307065f1-3988-4cba-9163-42f656388bd7	UVMVT163701		Hill, S. R.																						Eleocharis, Cyperus, Boltonia, Fimbristylis, Ludwigia, Salix		Occasional and local; Rays pinkish, disc yellow, and local herb 1.5 m tall																			1995																		United States	US	Illinois	Cass																																																								S. R. Hill		10/1995				74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
2573186177					2025-04-23 02:12:04		https://nansh.org/portal/collections/individual/index.php?occid=8681967	University of Vermont			58ab88f3-0034-461c-9c44-9e525c4d360f		VT				PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat			a3a94e0c-56de-40fd-80e9-3a06b4945c62	UVMVT163707		Hill, S. R.																								Occasional to locally common; Rays white to pale pink; disc yellow; glaucous herb 1.5 m tall																			1996																		United States	US	Illinois	Cass																																																								S. R. Hill		10/1996				74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
2563430198				https://creativecommons.org/licenses/by-nc/4.0/	2022-07-21T15:06:41Z		https://www.inaturalist.org/observations/12278016	Paul Marcum					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 28210m to protect threatened taxon			https://www.inaturalist.org/observations/12278016	12278016		Paul Marcum																																							2018-05-08T09:49:21-05:00	09:49:21-05:00						Tue May 08 2018 09:49:21 GMT-0500 (CDT)																US	Illinois				Illinois, US												38.7746339654	-90.0495280335	EPSG:4326	28210																																		26841403				Paul Marcum		2018-05-08T22:33:46Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
2517941877				https://creativecommons.org/licenses/by-nc/4.0/	2022-09-14T01:35:29Z		https://www.inaturalist.org/observations/12253866	Paul Marcum					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 28181m to protect threatened taxon			https://www.inaturalist.org/observations/12253866	12253866		Paul Marcum																																							2018-05-07T11:59:12-05:00	11:59:12-05:00						Mon May 07 2018 11:59:12 GMT-0500 (CDT)																US	Illinois				Illinois, US												38.9742276959	-90.4192342651	EPSG:4326	28181																																		26788405				Paul Marcum		2018-05-08T02:00:47Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
2513010952				CC0 1.0				Naturalis Biodiversity Center		https://ror.org/0566bfb96				Botany			PreservedSpecimen				https://data.biodiversitydata.nl/naturalis/specimen/AMD.30131	AMD.30131	McDonald, FE s.n.	McDonald FE																																							1913-09-01/1913-09-30																		North America				United States of America					Illinois. in Illinois river bottom, Peoria.															WGS84																																																					Boltonia decurrens (Torr. & A.Gray) Alph.Wood							Plantae|Asterales|Asteraceae	Plantae			Asterales		Asteraceae				Boltonia				decurrens			species		(Torr. & A.Gray) Alph.Wood		ICN			
2422935992				https://creativecommons.org/licenses/by-nc/4.0/	2021-04-07T22:48:50Z		https://www.inaturalist.org/observations/32223475	Derek Ziomber					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27723m to protect threatened taxon			https://www.inaturalist.org/observations/32223475	32223475		Derek Ziomber																								Growing in a long established wetland/prairie restoration Pappus of two awns. Leaves decurrent.															2019-09-05T19:19:35-05:00	19:19:35-05:00						2019-09-05 7:19:35 PM CDT																US	Illinois				Illinois, US												41.9351433521	-87.7767561748	EPSG:4326	27723																																		69845364				Derek Ziomber		2019-09-06T17:08:29Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
2294644876				https://creativecommons.org/publicdomain/zero/1.0/	2021-04-07T22:49:24Z		https://www.inaturalist.org/observations/29381727	cassi saari					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27692m at the request of the observer			https://www.inaturalist.org/observations/29381727	29381727		cassi saari	https://orcid.org/0000-0003-3105-0855																																						2019-07-22T09:23:00-05:00	09:23:00-05:00						2019/07/22 9:23 AM CDT																US	Illinois				Illinois, US												42.0821966484	-88.7733500183	EPSG:4326	27692																																		63793482				cassi saari	https://orcid.org/0000-0003-3105-0855	2019-07-23T14:56:30Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
2294465227				https://creativecommons.org/licenses/by-nc/4.0/	2021-04-07T21:53:24Z		https://www.inaturalist.org/observations/28707014	Angella Moorehouse					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27939m to protect threatened taxon			https://www.inaturalist.org/observations/28707014	28707014		Angella Moorehouse																																							2019-06-27T16:38:00-05:00	16:38:00-05:00						2019/06/27 4:38 PM CDT																US	Illinois				Illinois, US												40.4878671568	-89.9371582764	EPSG:4326	27939																																		62417653				Angella Moorehouse		2019-07-13T01:28:09Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
2270491431					2025-05-05 12:57:13		https://swbiodiversity.org/seinet/collections/individual/index.php?occid=14588958				a2e32c87-d320-4a01-bafd-a9182ae2e191		ASU	Plants			PreservedSpecimen				1ec6b202-7e99-4580-a467-040a57dda807	ASU0297351	3799	B.A. Stein							Flowering																	Erect herb (o 1.5 m tall. Ray fls. pale lavender, disk fls. yellow.															1986-08-23		235		1986	8	23																USA	US	Missouri	Saint Charles																																																														74861								Boltonia asteroides var. decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia|Boltonia asteroides	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				asteroides	decurrens		Variety	var.	(Torr. & A. Gray) Fernald					
2265590586	Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.				2025-08-06 09:51:14		https://bellatlas.umn.edu/collections/individual/index.php?occid=949	Bell Museum, University of Minnesota			f292c83d-305c-4b22-97cc-cd9c72e2931e		MIN	Plants			PreservedSpecimen				d5babb1f-fa33-4db8-9d6d-9c36e86bb0c0	203869	s.n.	Eggert, H.																single sheet																							1886-09-15		258		1886	9	15																United States	US	Missouri			[Missouri] Lakes;;;;																																																												11450								Boltonia decurrens							Last Universal Common Ancestor|Plantae|Spermatophyta|Tracheophyta|Angiospermae|Magnoliopsida|Asterales|Asteraceae|Boltonia	Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torrey & A. Gray) Alph. Wood					
