gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
5833243306					2025-09-05 09:58:00		https://sernecportal.org/portal/collections/individual/index.php?occid=34015087				urn:lsid:biocol.org:col:15610		GA				PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, endDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources			b740cea9-f199-4a4c-a7e0-88f6e16f0618	GA281394		Paul D. Sørensen																							294954																				2011																		United States	US	Illinois	DeKalb																																																														74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
5828049876				https://creativecommons.org/licenses/by-nc/4.0/	2025-09-03T22:04:59Z		https://www.inaturalist.org/observations/311344983	Christopher David Benda					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 28417m at the request of the observer			https://www.inaturalist.org/observations/311344983	311344983		Christopher David Benda																																							2025-09-03T11:43:53-05:00	11:43:53-05:00						2025-09-03 11:43:53-05:00																US	Illinois				Illinois, US												37.2961802755	-89.4174588524	EPSG:4326	28417																																		692247727				Christopher David Benda		2025-09-03T22:02:13Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
575284047					2023-10-22T22:12:55Z				PhysicalObject	https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799	https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e		RBGE	E	Edinburgh (E) Herbarium Specimens	E	HERBARIUM SHEET	Sensitive location data withheld			https://data.rbge.org.uk/herb/E00421302	E00421302																		HERBARIUM SHEET																																								Cultivated					United Kingdom	GB				R09:Rock Garden															wgs84																																																					Boltonia decurrens (Torr. & A.Gray) Wood													Compositae				Boltonia				decurrens							ICBN			
575063897					2012-03-01T00:00:00Z				PhysicalObject	https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799	https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e		RBGE	E	Edinburgh (E) Herbarium Specimens	E	HERBARIUM SHEET				https://data.rbge.org.uk/herb/E00560975	E00560975																		HERBARIUM SHEET																																								North America																									wgs84																																																					Boltonia decurrens (Torr. & A.Gray) Wood													Compositae				Boltonia				decurrens							ICBN			
575014979					2023-10-22T22:12:55Z				PhysicalObject	https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799	https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e		RBGE	E	Edinburgh (E) Herbarium Specimens	E	HERBARIUM SHEET	Sensitive location data withheld			https://data.rbge.org.uk/herb/E00421301	E00421301																		HERBARIUM SHEET																																								Cultivated					United Kingdom	GB				R09:Rock Garden															wgs84																																																					Boltonia decurrens (Torr. & A.Gray) Wood													Compositae				Boltonia				decurrens							ICBN			
574909397					2012-03-01T00:00:00Z				PhysicalObject	https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799	https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e		RBGE	E	Edinburgh (E) Herbarium Specimens	E	HERBARIUM SHEET				https://data.rbge.org.uk/herb/E00560974	E00560974																		HERBARIUM SHEET																																								North America																									wgs84																																																					Boltonia decurrens (Torr. & A.Gray) Wood													Compositae				Boltonia				decurrens							ICBN			
574820592					2012-03-01T00:00:00Z				PhysicalObject	https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799	https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e		RBGE	E	Edinburgh (E) Herbarium Specimens	E	HERBARIUM SHEET				https://data.rbge.org.uk/herb/E00560973	E00560973																		HERBARIUM SHEET																																								North America																									wgs84																																																					Boltonia decurrens (Torr. & A.Gray) Wood													Compositae				Boltonia				decurrens							ICBN			
574776758					2012-05-16 00:00:00				PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Living Collection	E	LivingSpecimen				http://data.rbge.org.uk/living/19891397	19891397							not recorded												alive																															collected directly from the wild								North America					US		Illinois			E St Louis																						degrees minutes seconds																																														Boltonia decurrens (Torr. & A.Gray) Wood													Compositae				Boltonia				decurrens							ICBN			
5292680040				https://creativecommons.org/licenses/by-nc/4.0/	2025-08-15T01:05:59Z		https://www.inaturalist.org/observations/306073724	Dillon Freiburger					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 28181m at the request of the observer			https://www.inaturalist.org/observations/306073724	306073724		Dillon Freiburger																								7															2025-08-13T11:20:19-05:00	11:20:19-05:00						2025-08-13 11:20:19																US	Missouri				Missouri, US												38.8896086223	-90.0635512126	EPSG:4326	28181																																		681186626				Dillon Freiburger		2025-08-13T18:42:44Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
5292438190				https://creativecommons.org/licenses/by-nc/4.0/	2025-09-03T16:44:54Z		https://www.inaturalist.org/observations/302611792	Dillon Freiburger					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 28151m at the request of the observer			https://www.inaturalist.org/observations/302611792	302611792		Dillon Freiburger																																							2025-07-31T09:19:11-05:00	09:19:11-05:00						2025-07-31 09:19:11																US	Missouri				Missouri, US												39.1219602405	-90.7837921129	EPSG:4326	28151																																		674172847				Dillon Freiburger		2025-07-31T14:22:03Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
5282092626				https://creativecommons.org/licenses/by-nc/4.0/	2025-08-06T14:28:34Z		https://www.inaturalist.org/observations/302337522	Justin Seibert					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27816m to protect threatened taxon			https://www.inaturalist.org/observations/302337522	302337522		Justin Seibert																																							2025-07-30T08:05:45-05:00	08:05:45-05:00						2025-07-30 08:05:45																US	Illinois				Illinois, US												41.3308033694	-89.2922585252	EPSG:4326	27816																																		673622713				Justin Seibert		2025-07-30T13:07:00Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
5206370865				https://creativecommons.org/licenses/by-nc/4.0/	2025-09-03T16:44:47Z		https://www.inaturalist.org/observations/290769797	Paul Marcum					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 28181m to protect threatened taxon			https://www.inaturalist.org/observations/290769797	290769797		Paul Marcum																								Many plants observed. Thousands. A few already flowering.															2025-06-18T12:18:40-05:00	12:18:40-05:00						2025-06-18 12:18:40-05:00																US	Illinois				Illinois, US												38.9610228883	-90.5482441075	EPSG:4326	28181																																		651026835				Paul Marcum		2025-06-18T21:04:24Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
5157271221					2024-08-29								BG	S			Preservedspecimen				urn:catalog:BG:S:2025022	2025022																																																																																																																																								Boltonia decurrens																															
5157260209					2024-08-29								BG	S			Preservedspecimen				urn:catalog:BG:S:2025023	2025023																																																																																																																																								Boltonia decurrens																															
5069603796					2025-04-23 00:12:04		https://ngpherbaria.org/portal/collections/individual/index.php?occid=31582657	North Dakota State University			1ed103ef-4db3-40cf-bc52-45c44e9a7b27		NDA	Plants			PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate			efb45107-2cb0-474f-acdd-10b98a36bb62	NDSU038492		H. Eggert							flowering																																				1893																		United States	US	Illinois	Saint Clair														Indian Lake																																																74866								Boltonia decurrens							Plantae|Tracheophyta|Spermatophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
5069603795					2025-04-23 00:12:04		https://ngpherbaria.org/portal/collections/individual/index.php?occid=31582656	North Dakota State University			1ed103ef-4db3-40cf-bc52-45c44e9a7b27		NDA	Plants			PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate			98621b94-8e68-4cee-b53e-5510d29861cf	NDSU038491		H. Eggert							flowering																																				1893																		United States	US	Illinois	Saint Clair														Indian Lake																																																74866								Boltonia decurrens							Plantae|Tracheophyta|Spermatophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
5062824816				https://creativecommons.org/licenses/by/4.0/	2025-02-03T20:47:53Z		https://www.inaturalist.org/observations/241534354	axleym					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27908m to protect threatened taxon			https://www.inaturalist.org/observations/241534354	241534354		axleym							flowers																																2024-09-13T13:42:48-05:00	13:42:48-05:00						2024-09-13 13:42:48-05:00																US	Illinois				Illinois, US												40.6069144315	-89.506619108	EPSG:4326	27908																																		539987315				axleym		2024-09-13T21:24:04Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
5062807689				https://creativecommons.org/licenses/by/4.0/	2025-02-03T20:27:27Z		https://www.inaturalist.org/observations/241532163	Elizabeth Axley					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27908m to protect threatened taxon			https://www.inaturalist.org/observations/241532163	241532163		Elizabeth Axley							flowers																																2024-09-13T13:43:08-05:00	13:43:08-05:00						2024-09-13 13:43:08-05:00																US	Illinois				Illinois, US												40.7125487102	-89.5963842762	EPSG:4326	27908																																		539981876				Elizabeth Axley		2024-09-13T21:09:46Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
5062607170				https://creativecommons.org/licenses/by-nc/4.0/	2025-01-18T03:33:24Z		https://www.inaturalist.org/observations/186992101	daveymooney12					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27908m to protect threatened taxon			https://www.inaturalist.org/observations/186992101	186992101		daveymooney12																																							2021-09-22T12:19:00-05:00	12:19:00-05:00						2021/09/22 12:19 PM																US	Illinois				Illinois, US												40.6098144099	-89.4654487418	EPSG:4326	27908																																		416581435				Vanessa Voelker		2023-10-10T19:08:36Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
5062605160				https://creativecommons.org/licenses/by/4.0/	2025-02-03T20:47:27Z		https://www.inaturalist.org/observations/184475415	axleym					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27908m to protect threatened taxon			https://www.inaturalist.org/observations/184475415	184475415		axleym							flowers																																2023-09-22T16:13:15-05:00	16:13:15-05:00						2023-09-22 16:13:15-05:00																US	Illinois				Illinois, US												40.6510821513	-89.4015981228	EPSG:4326	27908																																		410762077				axleym		2023-09-23T02:48:24Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
5054854009													UPS	BOT			PreservedSpecimen				UPS:BOT:V-812191	V-812191		F.E. McDonald																																							1913-06				1913	6			Swamps in Illinois river bottom										North America				United States		Illinois			Peoria																																																																				Boltonia decurrens																	Boltonia				decurrens										
5054852156													UPS	BOT			PreservedSpecimen				UPS:BOT:V-812194	V-812194																																																											North America				United States		Colorado																																																																							Boltonia decurrens																	Boltonia				decurrens										
5054844985													UPS	BOT			PreservedSpecimen				UPS:BOT:V-812195	V-812195		George Vasey																																							1873				1873																							United States Department of Agriculture. Cult. in Ag. Grounds																																																																				Boltonia decurrens																	Boltonia				decurrens										
5000557263					2025-04-23 02:12:04		https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=33331109	Botanical Research Institute of Texas			fea81a47-2365-45cc-bef9-b6bbff7457e6		BRIT	BRIT			PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, endDayOfYear, recordNumber			6e0edb7b-12b4-498a-8902-125317038958	BRIT1110158		Steven R. Hill																																											2006																		United States	US	Illinois	Cass																																																														74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
4953166415				https://creativecommons.org/licenses/by-nc/4.0/	2024-09-30T12:03:09Z		https://www.inaturalist.org/observations/244576063	Vlad Nevirkovets					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27816m to protect threatened taxon			https://www.inaturalist.org/observations/244576063	244576063		Vlad Nevirkovets																								Leaves decurrent along stem. Introduced population.															2024-09-27T14:31:01-05:00	14:31:01-05:00						2024-09-27 14:31:01																US	Illinois				Illinois, US												41.3429186761	-88.1328919536	EPSG:4326	27816																																		546376456				Vlad Nevirkovets		2024-09-28T21:38:27Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
4952795793				https://creativecommons.org/licenses/by-nc/4.0/	2024-10-06T04:38:51Z		https://www.inaturalist.org/observations/244387303	gabrieljacques					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27816m at the request of the observer			https://www.inaturalist.org/observations/244387303	244387303		gabrieljacques																																							2024-09-27T14:34:32-05:00	14:34:32-05:00						2024-09-27 14:34:32																US	Illinois				Illinois, US												41.2349897667	-88.1438147113	EPSG:4326	27816																																		545974744				gabrieljacques		2024-09-27T21:53:19Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
4950503752				https://creativecommons.org/licenses/by/4.0/	2024-09-23T21:02:41Z		https://www.inaturalist.org/observations/243585033	Katie Kucera					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27816m to protect threatened taxon			https://www.inaturalist.org/observations/243585033	243585033		Katie Kucera																																							2024-09-19T16:15:00-05:00	16:15:00-05:00						2024/09/19 4:15 PM																US	Illinois				Illinois, US												41.2861686251	-89.3314287938	EPSG:4326	27816																																		544161198				Katie Kucera		2024-09-23T13:32:27Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
4946597876				https://creativecommons.org/licenses/by-nc/4.0/	2024-09-13T17:49:54Z		https://www.inaturalist.org/observations/240938452	randombotanist					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 28210m to protect threatened taxon			https://www.inaturalist.org/observations/240938452	240938452		randombotanist																																							2024-09-10T09:37:45-05:00	09:37:45-05:00						2024-09-10 09:37:45																US	Illinois				Illinois, US												38.7991342387	-90.1815609588	EPSG:4326	28210																																		538680988				randombotanist		2024-09-10T14:52:02Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
4912240158	not-for-profit use only		English		2024-08-03 00:00:00		https://www.intermountainbiota.org/portal/collections/individual/index.php?occid=26735794	Brigham Young University			6c244ca0-69a1-46f9-b16d-5303db8fd0f1		BRY	V			PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality			BAB92298-A790-4BE2-88D8-966250D3AE0F	BRYV0225793		Richard R. Halse											Cultivated.												498226																				2007																		U.S.A.		Oregon	Benton																																																														74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
4898079001					2023-12-20								MOR				PreservedSpecimen				3A2800FD-AADA-45AA-B687-926DED08836E	0098542MOR	3236	Sommer, J							Flower:N Fruit:Y Veg:Y Bud:N											http://bol.mortonarb.org/MORTON2022/image/0098542MOR.jpg					186811|02582578-0C1E-4AAF-A049-795E58574997	Saw 4 plants															2018/9/23				2018	9	23	09/23/2018	In a swale														United States of America		Illinois	DuPage		The Morton Arboretum. In the middle of the 2.5 acre restored prairie strip on the west side of the service road, west of the ComEd power lines, just west of Lacey Creek where it flows north under the service road into Downers Grove Sanitary District Property, (approximately near grid point Z-136), on the far east side of the Morton Arboretum, Lisle, IL.																																																																				Boltonia decurrens								Plantae	Magnoliophyta	Equisetopsida	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A.Gray) Wood					
4601963251					2024-04-02 19:11:09.243000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002311651	K002311651	s.n.	s.coll.																																														s.d.																																																																																								Boltonia decurrens							Asteraceae	Plantae					Asteraceae				Boltonia				decurrens					(Torr. & A.Gray) Wood					
4601957257					2024-04-02 19:11:09.243000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002311652	K002311652	s.n.	Eggert, H.																																							1893-10-18 00:00:00.0000000																						United States	US				Indian Lake' St. Clair.																																																																				Boltonia decurrens							Asteraceae	Plantae					Asteraceae				Boltonia				decurrens					(Torr. & A.Gray) Wood					
4601957256					2024-04-02 19:11:09.243000								K	Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K002311649	K002311649	3799	Stein, B.A.																																							1986-08-23 00:00:00.0000000																						United States	US				St. Charles County.																																																																				Boltonia asteroides var. decurrens							Asteraceae	Plantae					Asteraceae				Boltonia				asteroides	decurrens		VARIETY		(Torr. & A.Gray) Engelm.					
4533910070					2025-04-23 02:12:04		https://midwestherbaria.org/portal/collections/individual/index.php?occid=16148471				611fe4d6-8e33-4b97-9d2a-ba1c34d20dda		DEK				PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferencedBy, georeferenceSources, habitat			664c0070-f5da-4a44-afa4-5b6c3f6ed90c	DEK000093703		Paul D. Sørensen							Flowering										In collection						93703	Perennial, from a crown, rays white, disc yellow, plants just beginning to flower, abundant in all sizes from seedlings to 2.0 m.																			1990																		United States	US	Illinois	Fulton																																																														74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
4533909985					2025-04-23 02:12:04		https://midwestherbaria.org/portal/collections/individual/index.php?occid=16148460				611fe4d6-8e33-4b97-9d2a-ba1c34d20dda		DEK				PreservedSpecimen	field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferencedBy, georeferenceSources, habitat			53501cb2-4985-4314-804d-db3023400ce2	DEK000093702		Paul D. Sørensen							Flowering										In collection						93702	Perennial (short-lived [?]) to 1.7 m, several canes from a crown. Rays very pale pink, almost white																			2011																		United States	US	Illinois	DeKalb	DeKalb																																																							G. Wilhelm		Nov. 2012				74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
4515988382					2025-04-23 02:12:04		https://nansh.org/portal/collections/individual/index.php?occid=32030080	University of Vermont			58ab88f3-0034-461c-9c44-9e525c4d360f		VT				PreservedSpecimen	field values redacted: recordNumber			96217d80-42dc-49d2-adeb-90b9aabe8757	UVMVT335812		S.R. Hill																																																													United States	US	Illinois	Woodford Co.																																																														74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
4515987435					2025-04-23 02:12:04		https://nansh.org/portal/collections/individual/index.php?occid=32049290	University of Vermont			58ab88f3-0034-461c-9c44-9e525c4d360f		VT				PreservedSpecimen	field values redacted: recordNumber			7cc83ddb-0675-4303-81e4-9bceea971d58	UVMVT335960		S.R. Hill																																																													United States	US	Illinois	Woodford Co.	Woodford Co.																																																													74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
4515987379					2025-04-23 02:12:04		https://nansh.org/portal/collections/individual/index.php?occid=32030081	University of Vermont			58ab88f3-0034-461c-9c44-9e525c4d360f		VT				PreservedSpecimen	field values redacted: recordNumber			d0cbdc88-3525-4d27-add1-98a8f1d3a1af	UVMVT335813		S.R. Hill																																																													United States	US	Illinois	Peoria Co.																																																														74866								Boltonia decurrens							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Boltonia	Plantae	Magnoliophyta		Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & A. Gray) Alph. Wood					
4438660974				https://creativecommons.org/licenses/by-nc/4.0/	2024-12-04T20:37:54Z		https://www.inaturalist.org/observations/185221877	Daniel Pohl					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27661m to protect threatened taxon			https://www.inaturalist.org/observations/185221877	185221877		Daniel Pohl																																							2023-09-26T17:23:05-05:00	17:23:05-05:00						2023-09-26 17:23:05-05:00																US	Illinois				Illinois, US												42.3130788224	-89.1603947796	EPSG:4326	27661																																		423386590				Grant Fessler		2023-11-01T17:56:43Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
4416657257				https://creativecommons.org/licenses/by-nc/4.0/	2024-12-04T16:50:37Z		https://www.inaturalist.org/observations/184800155	Daniel Pohl					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27661m to protect threatened taxon			https://www.inaturalist.org/observations/184800155	184800155		Daniel Pohl																																							2023-09-23T10:14:27-05:00	10:14:27-05:00						2023-09-23 10:14:27-05:00																US	Illinois				Illinois, US												42.203804009	-89.105801018	EPSG:4326	27661																																		411424717				Daniel Pohl		2023-09-25T01:48:07Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
4414324532				https://creativecommons.org/licenses/by-nc/4.0/	2023-09-16T08:36:54Z		https://www.inaturalist.org/observations/183301761	Christopher David Benda					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 28417m at the request of the observer			https://www.inaturalist.org/observations/183301761	183301761		Christopher David Benda																																							2023-09-14T12:22:44-05:00	12:22:44-05:00						2023-09-14 12:22:44-05:00																US	Illinois				Illinois, US												37.341967758	-89.4220995902	EPSG:4326	28417																																		408210050				Christopher David Benda		2023-09-15T01:39:26Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
4407358435				https://creativecommons.org/licenses/by-nc/4.0/	2023-09-05T17:31:04Z		https://www.inaturalist.org/observations/179152749	ppete					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 27754m to protect threatened taxon			https://www.inaturalist.org/observations/179152749	179152749		ppete																																							2023-08-19T09:26:20-05:00	09:26:20-05:00						2023-08-19 09:26:20-05:00																US	Illinois				Cook County, US-IL, US												41.6345464174	-87.9878341811	EPSG:4326	27754																																		399078705				ppete		2023-08-19T14:30:51Z				159307								Boltonia decurrens								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Boltonia							species							
