Sample_Name,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Sample_Species,index,label,MaternalLine,FlowerHead,State,County,Latitude,Longitude,Google_latitude,Google_longitude,Adapted_Longitude,Adapted_Latitude,PC1_variance,PC2_variance,shape_number
Boltonia_270,0.0150449,-0.00174257,0.0013274,-0.0043714,-0.00723333,-8.19427e-5,-4.73796e-4,0.0100572,9.84157e-4,-0.00180183,B. decurrens,270,2-2-5,2011-2666-1,28A,Illinois,Fulton,40.4925,-89.9022222,40.46699902833787,-89.9485498557629,-89.9022222,40.4925,4.494366810369465,1.7090556653626248,23
Boltonia_271,0.0204889,-0.00223656,6.14552e-5,-0.0209214,-0.032815,0.00548761,0.0159818,-0.133882,-4.82209e-4,-2.29015e-4,B. decurrens,271,6-4-8,2011-2613-1,1A,Illinois,Fulton,40.2047222,-90.1994444,40.20813714639404,-90.18724497777134,-90.1994444,40.2047222,4.494366810369465,1.7090556653626248,23
Boltonia_272,0.0153263,-0.00118116,9.88478e-4,-0.00563044,-0.0063625900000000004,2.73284e-4,4.2166e-4,0.00661015,-4.12394e-5,0.00136939,B. decurrens,272,6-3-1,2011-2675-1,28C,Illinois,Schuyler,40.0672223,-90.4275,40.07010712467176,-90.42899627731744,-90.4275,40.0672223,4.494366810369465,1.7090556653626248,23
Boltonia_273,0.0124128,-0.00144139,6.00319e-4,0.00196249,0.00418169,-6.76848e-4,-8.63714e-4,0.00676845,-7.13572e-4,9.15179e-4,B. decurrens,273,7-4-11,2011-2620-1,4C,Illinois,Morgan,39.8672223,-90.5533333,39.87546015928839,-90.55308508241012,-90.5533333,39.8672223,4.494366810369465,1.7090556653626248,23
Boltonia_274,0.0203552,-0.00222798,-0.00100605,-0.0206454,-0.0320178,0.00601974,0.0165807,-0.136339,-0.0011918,3.78459e-4,B. decurrens,274,8-4-8,2011-2613-1,22A,Illinois,Fulton,40.2047222,-90.1994444,40.20813714639404,-90.18724497777134,-90.1994444,40.2047222,4.494366810369465,1.7090556653626248,23
Boltonia_275,0.0180732,-0.00184763,0.00196136,-0.0132156,-0.0177793,0.00216748,-0.00374712,0.0423981,0.00112347,-0.00127598,B. decurrens,275,2-1-11,2011-2650-1,15B,Illinois,Woodford,40.8852777,-89.4583333,40.84668797480775,-89.0297386240063,-89.4583333,40.8852777,4.494366810369465,1.7090556653626248,23
Boltonia_276,0.0162367,-0.00192505,8.61748e-4,-0.010024,-0.0154416,0.00197157,-0.00352551,0.0294236,-3.32404e-4,0.00189071,B. decurrens,276,3-5-6,2011-2661-1,4A,Illinois,Tazewell,NA,NA,40.69584983597212,-89.54394792156027,-89.54394792156027,40.69584983597212,4.494366810369465,1.7090556653626248,23
Boltonia_277,0.0170553,-0.00163914,9.0817e-4,-0.00548501,-0.00570005,2.65635e-4,-0.00135034,0.0127899,-8.62644e-4,-2.0306e-4,B. decurrens,277,3-1-9,2011-2638-1,15C,Illinois,Scott,39.7852777,-90.5902777,39.786569766256626,-90.58910563509704,-90.5902777,39.7852777,4.494366810369465,1.7090556653626248,23
Boltonia_278,0.0158902,-0.0023549,0.00064079199999999995,-0.00286718,-0.00372442,3.92198e-5,2.04093e-4,0.00555157,-2.86371e-4,-9.93268e-4,B. decurrens,278,8-1-9,2011-2638-1,18A,Illinois,Scott,39.7852777,-90.5902777,39.786569766256626,-90.58910563509704,-90.5902777,39.7852777,4.494366810369465,1.7090556653626248,23
Boltonia_279,0.0174279,-0.0012043,0.00190001,-0.00766418,-0.0106359,0.00144271,-0.00214596,0.0123303,-0.00122844,-0.00146903,B. decurrens,279,2-2-1,2011-2598-1,S11C,Illinois,Jersey,NA,NA,38.961398423802066,-90.51481032460988,-90.51481032460988,38.961398423802066,4.494366810369465,1.7090556653626248,23
Boltonia_280,0.019446,-0.00306247,-4.08515e-4,-0.0151162,-0.0216277,0.00250462,-0.00576018,0.0534667,7.25988e-4,-4.47888e-4,B. decurrens,280,6-1-1,2011-2623-1,30C,Illinois,Hennepin,NA,NA,41.34414603458205,-89.55849691836283,-89.55849691836283,41.34414603458205,4.494366810369465,1.7090556653626248,23
Boltonia_281,-7.99118e-5,0.00271637,6.08466e-4,0.0685549,0.117874,-0.0218606,-0.00419276,-0.0202586,0.00664896,-0.0495017,B. decurrens,281,5-3-12,2011-2635-1,17,Illinois,Alton,NA,NA,38.86501904919102,-90.22302347588696,-90.22302347588696,38.86501904919102,4.494366810369465,1.7090556653626248,23
Boltonia_282,0.0193387,-0.00207575,0.00152172,-0.0159733,-0.0217645,0.00229951,-0.00594461,0.0522123,0.00137547,-0.00213953,B. decurrens,282,4-6-6,2011-2623-1,4A,Illinois,Hennepin,NA,NA,41.34414603458205,-89.55849691836283,-89.55849691836283,41.34414603458205,4.494366810369465,1.7090556653626248,23
Boltonia_283,-0.00544176,0.00457836,-3.77859e-4,0.0601662,0.0791263,-0.0146597,0.00133419,-0.00730782,-0.00168861,0.0237992,B. decurrens,283,5-4-1,2011-2599-1,9,Illinois,Saint Clair,38.6494444,-90.1161111,38.651507278988504,-90.10298738781108,-90.1161111,38.6494444,4.494366810369465,1.7090556653626248,23
Boltonia_284,0.0146135,-0.00145822,0.00175279,-0.00362875,-0.00204336,-8.73049e-4,-0.00142456,0.0114607,-0.00111933,0.00116711,B. decurrens,284,9-2-3,2011-2638-1,24B,Illinois,Scott,39.7852777,-90.5902777,39.786569766256626,-90.58910563509704,-90.5902777,39.7852777,4.494366810369465,1.7090556653626248,23
Boltonia_285,0.0165328,-0.00117363,8.67648e-4,-0.00678148,-0.00866494,0.00171589,-3.75794e-4,0.00535922,-5.24551e-4,1.01495e-4,B. decurrens,285,10-2-12,2011-2675-1,9B,Illinois,Schuyler,40.0672223,-90.4275,40.07010712467176,-90.42899627731744,-90.4275,40.0672223,4.494366810369465,1.7090556653626248,23
Boltonia_286,0.0147826,-9.93846e-4,0.0010559,-0.00154054,-8.96e-4,-0.00134834,-0.00117051,0.00591355,9.59494e-4,-8.869e-5,B. decurrens,286,12-4-10,2011-2638-1,1C,Illinois,Scott,39.7852777,-90.5902777,39.786569766256626,-90.58910563509704,-90.5902777,39.7852777,4.494366810369465,1.7090556653626248,23
Boltonia_287,0.0152568,-8.72963e-4,0.00210102,-0.00435628,-0.00697631,4.70482e-5,-8.04122e-4,0.00828248,-0.00165853,5.35376e-5,B. decurrens,287,6-6-3,2011-2675-1,23A,Illinois,Schuyler,40.0672223,-90.4275,40.07010712467176,-90.42899627731744,-90.4275,40.0672223,4.494366810369465,1.7090556653626248,23
Boltonia_288,0.0175371,-0.00140064,0.00345807,-0.00946248,-0.0127367,0.00202236,-0.00136213,0.0133724,-0.00106347,-0.00160371,B. decurrens,288,1-3-10,2011-2598-1,L12A,Illinois,Jersey,NA,NA,38.961398423802066,-90.51481032460988,-90.51481032460988,38.961398423802066,4.494366810369465,1.7090556653626248,23
Boltonia_289,0.020727,-0.00264644,-7.2878e-4,-0.0220182,-0.0331797,0.00532026,0.0144933,-0.13155,-0.0012484,-0.00147397,B. decurrens,289,3-2-10,2011-2664-1,8,Illinois,Fulton,40.2047222,-90.1994444,40.207444479612775,-90.1871999885973,-90.1994444,40.2047222,4.494366810369465,1.7090556653626248,23
Boltonia_290,0.0185458,-0.00282343,0.00133534,-0.0149636,-0.0208959,0.00254311,-0.0041678,0.0410161,0.00165176,-0.00239647,B. decurrens,290,3-1-11,2011-2650-1,11B,Illinois,Woodford,40.8852777,-89.4583333,40.84668797480775,-89.0297386240063,-89.4583333,40.8852777,4.494366810369465,1.7090556653626248,23
Boltonia_291,0.0200387,-0.00277846,0.00110599,-0.014994,-0.0215721,0.00252035,-0.00560349,0.0479127,0.00150583,-9.64885e-4,B. decurrens,291,6-2-4,2011-2629-1,9A,Illinois,Marshal,41.045,-89.4311111,41.02868892611459,-89.43846248262098,-89.4311111,41.045,4.494366810369465,1.7090556653626248,23
Boltonia_292,0.0158575,-0.00225241,0.0015104,-0.00842659,-0.0119849,0.0020764,-0.00279874,0.0268809,-2.63243e-4,3.42899e-4,B. decurrens,292,7-1-10,2011-2661-1,18B,Illinois,Tazewell,NA,NA,40.69584983597212,-89.54394792156027,-89.54394792156027,40.69584983597212,4.494366810369465,1.7090556653626248,23
Boltonia_293,0.0154811,-0.00158304,8.92248e-4,-0.00360957,-0.00395222,-9.62871e-5,4.20854e-4,0.00851593,-1.39186e-4,-4.83815e-4,B. decurrens,293,2-2-10,2011-2638-1,13A,Illinois,Scott,39.7852777,-90.5902777,39.786569766256626,-90.58910563509704,-90.5902777,39.7852777,4.494366810369465,1.7090556653626248,23
Boltonia_294,0.0192358,-0.00327712,0.00217227,-0.0137104,-0.0199428,0.00250117,-0.00477747,0.0463863,0.00113162,-0.00146366,B. decurrens,294,6-1-11,2011-2629-1,6C,Illinois,Marshal,41.045,-89.4311111,41.02868892611459,-89.43846248262098,-89.4311111,41.045,4.494366810369465,1.7090556653626248,23
Boltonia_295,0.0153631,-2.94966e-4,6.46556e-4,-0.00191729,-0.00201637,-6.90679e-4,-4.74729e-4,0.00782641,-5.84364e-4,-7.67355e-5,B. decurrens,295,7-1-1,2011-2638-1,30B,Illinois,Scott,39.7852777,-90.5902777,39.786569766256626,-90.58910563509704,-90.5902777,39.7852777,4.494366810369465,1.7090556653626248,23
Boltonia_296,0.0158322,-0.00152866,0.00140829,-0.00888188,-0.0123237,0.00168931,-0.00273447,0.0246488,5.35688e-4,-2.39229e-4,B. decurrens,296,9-5-9,2011-2661-1,13A,Illinois,Tazewell,NA,NA,40.69584983597212,-89.54394792156027,-89.54394792156027,40.69584983597212,4.494366810369465,1.7090556653626248,23
Boltonia_298,-0.00183995,0.00338042,0.00238193,0.0711611,0.121902,-0.0219437,-0.00476913,-0.0241019,0.00659652,-0.0507663,B. decurrens,298,8-4-5,2011-2635-1,15,Illinois,Alton,NA,NA,38.86501904919102,-90.22302347588696,-90.22302347588696,38.86501904919102,4.494366810369465,1.7090556653626248,23
Boltonia_299,0.0190734,-0.00195911,0.00100059,-0.014991,-0.0204638,0.00214207,-0.00573395,0.0479975,0.00160175,-2.8e-4,B. decurrens,299,9-2-11,2011-2629-1,5A,Illinois,Marshal,41.045,-89.4311111,41.02868892611459,-89.43846248262098,-89.4311111,41.045,4.494366810369465,1.7090556653626248,23
Boltonia_301,0.0181723,-0.00158258,0.00204372,-0.0115339,-0.016258,0.00192212,-0.00399109,0.0324232,-2.66899e-4,-5.12564e-4,B. decurrens,301,10-3-2,2011-2661-1,23A,Illinois,Tazewell,NA,NA,40.69584983597212,-89.54394792156027,-89.54394792156027,40.69584983597212,4.494366810369465,1.7090556653626248,23
Boltonia_302,0.0169436,-9.56591e-4,0.00133122,-0.00548874,-0.00806856,0.00135292,-0.00108959,0.00812737,-3.18238e-4,-0.00104605,B. decurrens,302,9-2-1,2011-2659-1,1B,Illinois,Frederick,NA,NA,40.07116308939078,-90.429571958886,-90.429571958886,40.07116308939078,4.494366810369465,1.7090556653626248,23
Boltonia_303,-0.00390138,0.00254964,8.51897e-4,0.0695018,0.102537,-0.0213089,0.00525675,-0.0121984,-0.00329794,0.0441527,B. decurrens,303,8-6-7,2011-2609-1,X2,Illinois,Madison,38.6891666,-90.0972222,38.69652811427051,-90.085926104309,-90.0972222,38.6891666,4.494366810369465,1.7090556653626248,23
Boltonia_304,0.0191429,-0.00193026,0.00148029,-0.0139551,-0.0177497,0.00189631,-0.00458968,0.0408655,7.45056e-4,-0.00120153,B. decurrens,304,12-5-8,2011-2650-1,17A,Illinois,Woodford,40.8852777,-89.4583333,40.84668797480775,-89.0297386240063,-89.4583333,40.8852777,4.494366810369465,1.7090556653626248,23
Boltonia_305,0.0146983,-4.12644e-4,0.0019368,-0.00410677,-0.00490131,0.00206862,-6.1696e-4,0.0129422,3.73359e-4,9.59742e-4,B. decurrens,305,1-1-6,2011-2666-1,3A,Illinois,Fulton,40.4925,-89.9022222,40.46699902833787,-89.9485498557629,-89.9022222,40.4925,4.494366810369465,1.7090556653626248,23
Boltonia_306,0.0204611,-0.00343659,5.25279e-4,-0.0207208,-0.0327097,0.00513941,0.0161199,-0.132466,-0.00105779,2.98406e-4,B. decurrens,306,2-4-10,2011-2664-1,15,Illinois,Fulton,40.2047222,-90.1994444,40.207444479612775,-90.1871999885973,-90.1994444,40.2047222,4.494366810369465,1.7090556653626248,23
Boltonia_307,0.0155722,-6.21767e-4,0.00241817,-0.00379921,-0.00511886,-7.67469e-4,-7.55583e-4,0.0100311,2.51063e-4,8.86477e-4,B. decurrens,307,4-2-10,2011-2659-1,13A,Illinois,Frederick,NA,NA,40.07116308939078,-90.429571958886,-90.429571958886,40.07116308939078,4.494366810369465,1.7090556653626248,23
Boltonia_308,-9.59898e-4,0.00445974,0.00104653,0.0715785,0.124339,-0.0229951,-0.0058721,-0.0224052,0.00708852,-0.0515538,B. decurrens,308,2-5-6,2011-2635-1,4,Illinois,Alton,NA,NA,38.86501904919102,-90.22302347588696,-90.22302347588696,38.86501904919102,4.494366810369465,1.7090556653626248,23
Boltonia_309,0.0178809,-0.00126445,0.00184656,-0.0122857,-0.0170085,0.00168932,-0.00376495,0.0301597,-8.09422e-4,4.59079e-6,B. decurrens,309,3-5-9,2011-2661-1,2A,Illinois,Tazewell,NA,NA,40.69584983597212,-89.54394792156027,-89.54394792156027,40.69584983597212,4.494366810369465,1.7090556653626248,23
Boltonia_310,0.0186069,-0.00183483,0.00158538,-0.0124563,-0.0164155,0.00124523,-0.00383769,0.0330734,-0.00179283,-3.12045e-4,B. decurrens,310,9-6-7,2011-2661-1,25A,Illinois,Tazewell,NA,NA,40.69584983597212,-89.54394792156027,-89.54394792156027,40.69584983597212,4.494366810369465,1.7090556653626248,23
Boltonia_311,0.0212488,-0.00285367,-6.82533e-4,-0.0213485,-0.0322298,0.00546484,0.0148769,-0.132796,-0.00140225,5.85301e-4,B. decurrens,311,6-5-12,2011-2613-1,9A,Illinois,Fulton,40.2047222,-90.1994444,40.20813714639404,-90.18724497777134,-90.1994444,40.2047222,4.494366810369465,1.7090556653626248,23
Boltonia_312,0.0197338,-0.00227432,6.18266e-5,-0.0211066,-0.0317296,0.00555699,0.0153362,-0.123655,-4.58339e-4,1.30419e-4,B. decurrens,312,10-6-10,2011-2613-1,16A,Illinois,Fulton,40.2047222,-90.1994444,40.20813714639404,-90.18724497777134,-90.1994444,40.2047222,4.494366810369465,1.7090556653626248,23
Boltonia_313,0.0154147,-4.74806e-4,0.00230301,-0.00515066,-0.00596487,0.00114787,-8.41226e-4,0.00763546,-3.71627e-5,6.19771e-4,B. decurrens,313,2-3-8,2011-2666-1,11B,Illinois,Fulton,40.4925,-89.9022222,40.46699902833787,-89.9485498557629,-89.9022222,40.4925,4.494366810369465,1.7090556653626248,23
Boltonia_314,-0.147359,0.101164,0.0570658,-0.0447391,0.00440365,0.01966,0.00480267,-7.55652e-4,0.00554727,0.0263731,B. decurrens,314,6-4-2,2011-2636-1,5,Illinois,Cass,40.010555600000004,-90.4458333,40.0178975293398,-90.42445029519196,-90.4458333,40.010555600000004,4.494366810369465,1.7090556653626248,23
Boltonia_315,0.017098,-0.00188336,0.00143044,-0.00846304,-0.0123818,0.00141962,-0.0033771,0.0264169,-2.04439e-4,-1.02771e-4,B. decurrens,315,7-1-11,2011-2661-1,18B,Illinois,Tazewell,NA,NA,40.69584983597212,-89.54394792156027,-89.54394792156027,40.69584983597212,4.494366810369465,1.7090556653626248,23
Boltonia_316,0.0186969,-0.00195362,0.00196971,-0.0132671,-0.0174419,0.00197571,-0.00519487,0.0383112,9.45112e-4,1.52346e-4,B. decurrens,316,5-6-10,2011-2629-1,22B,Illinois,Marshal,41.045,-89.4311111,41.02868892611459,-89.43846248262098,-89.4311111,41.045,4.494366810369465,1.7090556653626248,23
Boltonia_317,0.0171442,-0.0011255,0.00130401,-0.00908448,-0.0149258,0.00127674,-0.00222613,0.0250141,-1.07862e-4,1.0442e-4,B. decurrens,317,5-5-12,2011-2618-1,30B,Illinois,Peoria,40.7222223,-89.5519444,40.69352232924267,-89.59142458669179,-89.5519444,40.7222223,4.494366810369465,1.7090556653626248,23
Boltonia_318,0.0151727,-9.67464e-4,0.00155785,-0.00401589,-0.00631829,0.00126168,-0.00112789,0.00905146,0.0014185,-2.55774e-4,B. decurrens,318,9-1-7,2011-2666-1,27A,Illinois,Fulton,40.4925,-89.9022222,40.46699902833787,-89.9485498557629,-89.9022222,40.4925,4.494366810369465,1.7090556653626248,23
Boltonia_319,-0.14163799999999999,0.100401,0.045695,-0.049925,0.00640409,0.0229279,5.76752e-4,-0.00114542,0.0102758,0.0156095,B. decurrens,319,9-6-12,2011-2636-1,15,Illinois,Cass,40.010555600000004,-90.4458333,40.0178975293398,-90.42445029519196,-90.4458333,40.010555600000004,4.494366810369465,1.7090556653626248,23
Boltonia_320,0.0183175,-7.83191e-4,0.00383096,-0.00850678,-0.0116953,0.00139422,-0.00164825,0.0137058,-9.78229e-4,-0.00154045,B. decurrens,320,6-4-10,2011-2598-1,S17A,Illinois,Jersey,NA,NA,38.961398423802066,-90.51481032460988,-90.51481032460988,38.961398423802066,4.494366810369465,1.7090556653626248,23
Boltonia_321,-0.00636583,0.00331417,0.00208562,0.0587386,0.0740867,-0.0137245,0.00227053,-0.0038643,-0.00220159,0.0253971,B. decurrens,321,10-3-9,2011-2599-1,16,Illinois,Saint Clair,38.6494444,-90.1161111,38.651507278988504,-90.10298738781108,-90.1161111,38.6494444,4.494366810369465,1.7090556653626248,23
Boltonia_322,0.0153734,-0.00147253,0.00208738,-0.00458735,-0.00631758,0.00136433,-0.0010749,0.00957671,1.13584e-4,-0.0012063,B. decurrens,322,4-3-6,2011-2666-1,19C,Illinois,Fulton,40.4925,-89.9022222,40.46699902833787,-89.9485498557629,-89.9022222,40.4925,4.494366810369465,1.7090556653626248,23
Boltonia_323,0.0157404,-3.79004e-4,0.00164456,-0.00564841,-0.00625501,7.89161e-4,7.30965e-5,0.00520232,-2.93084e-4,1.92181e-4,B. decurrens,323,10-6-3,2011-2675-1,12B,Illinois,Schuyler,40.0672223,-90.4275,40.07010712467176,-90.42899627731744,-90.4275,40.0672223,4.494366810369465,1.7090556653626248,23
Boltonia_324,-0.0036615800000000002,0.00349797,4.71676e-4,0.067676,0.0967541,-0.0187937,0.00569115,-0.0121468,-0.00256111,0.0384878,B. decurrens,324,8-2-9,2011-2609-1,5C,Illinois,Madison,38.6891666,-90.0972222,38.69652811427051,-90.085926104309,-90.0972222,38.6891666,4.494366810369465,1.7090556653626248,23
Boltonia_325,0.0192578,-0.00295802,0.00206385,-0.0136872,-0.0199085,0.00261759,-0.00450241,0.0419308,0.00107361,-0.00123373,B. decurrens,325,9-2-6,2011-2650-1,21A,Illinois,Woodford,40.8852777,-89.4583333,40.84668797480775,-89.0297386240063,-89.4583333,40.8852777,4.494366810369465,1.7090556653626248,23
Boltonia_326,-0.00299349,0.00461813,-0.00151956,0.0655538,0.097942,-0.016492,0.00489586,-0.0114963,-0.00352391,0.0397067,B. decurrens,326,8-4-9,2011-2609-1,7C,Illinois,Madison,38.6891666,-90.0972222,38.69652811427051,-90.085926104309,-90.0972222,38.6891666,4.494366810369465,1.7090556653626248,23
Boltonia_327,0.0184227,-0.00189909,0.00163476,-0.0136238,-0.0189376,0.00270343,-0.00549345,0.0433161,-1.41045e-4,-8.93959e-4,B. decurrens,327,9-3-6,2011-2638-1,8B,Illinois,Scott,39.7852777,-90.5902777,39.786569766256626,-90.58910563509704,-90.5902777,39.7852777,4.494366810369465,1.7090556653626248,23
Boltonia_328,-0.147855,0.107788,0.0511645,-0.0536509,0.0152751,0.0157139,0.00853702,4.41949e-5,0.00976526,0.0286384,B. decurrens,328,13-1-6,2011-2636-1,12,Illinois,Cass,40.010555600000004,-90.4458333,40.0178975293398,-90.42445029519196,-90.4458333,40.010555600000004,4.494366810369465,1.7090556653626248,23
Boltonia_329,0.0185282,-0.00169522,0.00108681,-0.0141255,-0.020551,0.00245733,-0.00425906,0.0405987,-7.21552e-4,-0.00145147,B. decurrens,329,5-6-3,2011-2629-1,28C,Illinois,Marshal,41.045,-89.4311111,41.02868892611459,-89.43846248262098,-89.4311111,41.045,4.494366810369465,1.7090556653626248,23
Boltonia_330,0.0176216,-0.00158475,8.03566e-4,-0.0117564,-0.0164871,0.00165385,-0.0043944,0.0426496,0.00263303,-6.00943e-4,B. decurrens,330,12-3-9,2011-2650-1,10C,Illinois,Woodford,40.8852777,-89.4583333,40.84668797480775,-89.0297386240063,-89.4583333,40.8852777,4.494366810369465,1.7090556653626248,23
Boltonia_331,0.0181314,-0.00144054,0.00211149,-0.0108624,-0.016048,0.00118387,-0.00371855,0.0335221,1.07752e-5,-0.00116939,B. decurrens,331,3-4-9,2011-2661-1,22A,Illinois,Tazewell,NA,NA,40.69584983597212,-89.54394792156027,-89.54394792156027,40.69584983597212,4.494366810369465,1.7090556653626248,23
Boltonia_332,0.0195163,-0.00250878,6.33189e-4,-0.0157146,-0.0214903,0.00255859,-0.00583108,0.051857,0.00169922,-0.00062461700000000005,B. decurrens,332,6-1-2,2011-2623-1,30C,Illinois,Hennepin,NA,NA,41.34414603458205,-89.55849691836283,-89.55849691836283,41.34414603458205,4.494366810369465,1.7090556653626248,23
Boltonia_334,0.0153433,-3.03862e-4,0.00213989,-0.00424679,-0.00601625,0.00110507,-0.00127469,0.0096526,1.48132e-4,5.70331e-4,B. decurrens,334,4-2-3,2011-2666-1,6B,Illinois,Fulton,40.4925,-89.9022222,40.46699902833787,-89.9485498557629,-89.9022222,40.4925,4.494366810369465,1.7090556653626248,23
Boltonia_335,0.0186611,-1.80073e-4,0.00233245,-0.00870266,-0.0110505,8.55341e-4,-9.14631e-4,0.0119564,-9.4163e-4,-0.00114162,B. decurrens,335,8-5-6,2011-2598-1,S6B,Illinois,Jersey,NA,NA,38.961398423802066,-90.51481032460988,-90.51481032460988,38.961398423802066,4.494366810369465,1.7090556653626248,23
Boltonia_336,0.0146253,-0.00118007,6.30987e-4,-0.00107158,-2.34064e-4,1.82205e-4,1.21367e-4,0.00621921,-8.60955e-4,-2.61417e-4,B. decurrens,336,10-5-7,2011-2638-1,4B,Illinois,Scott,39.7852777,-90.5902777,39.786569766256626,-90.58910563509704,-90.5902777,39.7852777,4.494366810369465,1.7090556653626248,23
Boltonia_337,0.0200897,-0.00187795,-0.00147734,-0.0201429,-0.0315298,0.00599922,0.0146797,-0.13137,-0.00132206,-4.38039e-4,B. decurrens,337,8-4-6,2011-2613-1,22A,Illinois,Fulton,40.2047222,-90.1994444,40.20813714639404,-90.18724497777134,-90.1994444,40.2047222,4.494366810369465,1.7090556653626248,23
Boltonia_338,0.0191658,-0.002599,0.00195776,-0.0147068,-0.0200566,0.00307014,-0.00485074,0.0416157,0.00192243,-0.00135096,B. decurrens,338,12-6-3,2011-2650-1,13C,Illinois,Woodford,40.8852777,-89.4583333,40.84668797480775,-89.0297386240063,-89.4583333,40.8852777,4.494366810369465,1.7090556653626248,23
Boltonia_339,0.020109,-0.00274491,-5.95114e-4,-0.019915,-0.0297232,0.00480662,0.0144243,-0.121137,-4.0638e-4,4.25558e-4,B. decurrens,339,12-5-12,2011-2613-1,3A,Illinois,Fulton,40.2047222,-90.1994444,40.20813714639404,-90.18724497777134,-90.1994444,40.2047222,4.494366810369465,1.7090556653626248,23
Boltonia_340,-0.148285,0.0996907,0.0481294,-0.045264,0.00511591,0.0127052,-0.00595589,0.00579671,-0.00670482,0.00419271,B. decurrens,340,3-4-2,2011-2636-1,4,Illinois,Cass,40.010555600000004,-90.4458333,40.0178975293398,-90.42445029519196,-90.4458333,40.010555600000004,4.494366810369465,1.7090556653626248,23
Boltonia_341,0.0186108,-0.00231168,-1.58485e-4,-0.0180941,-0.0267586,0.00476013,0.0130679,-0.108994,-8.83531e-4,2.23131e-4,B. decurrens,341,10-6-4,2011-2664-1,30,Illinois,Fulton,40.2047222,-90.1994444,40.207444479612775,-90.1871999885973,-90.1994444,40.2047222,4.494366810369465,1.7090556653626248,23
Boltonia_342,0.0174297,-0.00172349,0.00130362,-0.010752,-0.016399,0.00193092,-0.00400071,0.0365521,0.00123668,-0.00167877,B. decurrens,342,11-5-2,2011-2650-1,29B,Illinois,Woodford,40.8852777,-89.4583333,40.84668797480775,-89.0297386240063,-89.4583333,40.8852777,4.494366810369465,1.7090556653626248,23
Boltonia_343,0.0144731,2.66265e-4,0.00121157,-0.00195148,-2.88657e-4,5.11383e-4,-0.00142334,0.00643138,4.10311e-4,-2.46335e-4,B. decurrens,343,3-5-12,2011-2638-1,11B,Illinois,Scott,39.7852777,-90.5902777,39.786569766256626,-90.58910563509704,-90.5902777,39.7852777,4.494366810369465,1.7090556653626248,23
Boltonia_344,0.0188275,-0.00181852,0.00179793,-0.013551,-0.0181525,0.00234671,-0.0052939,0.042885,0.00133034,4.18914e-4,B. decurrens,344,9-2-12,2011-2629-1,5A,Illinois,Marshal,41.045,-89.4311111,41.02868892611459,-89.43846248262098,-89.4311111,41.045,4.494366810369465,1.7090556653626248,23
Boltonia_345,0.019147,-0.00226949,6.8748e-4,-0.0148602,-0.0201584,0.0027855,-0.00553368,0.0497662,0.00163233,-0.00100055,B. decurrens,345,11-1-8,2011-2623-1,6B,Illinois,Hennepin,NA,NA,41.34414603458205,-89.55849691836283,-89.55849691836283,41.34414603458205,4.494366810369465,1.7090556653626248,23
Boltonia_347,-0.14361,0.104421,0.0538764,-0.0524688,0.0148955,0.0211782,-0.00356593,0.00493442,0.00660642,0.0298741,B. decurrens,347,3-4-1,2011-2636-1,4,Illinois,Cass,40.010555600000004,-90.4458333,40.0178975293398,-90.42445029519196,-90.4458333,40.010555600000004,4.494366810369465,1.7090556653626248,23
Boltonia_349,0.013467,-2.39665e-4,0.00122181,-0.00425951,-0.00450578,0.00221908,-0.00108163,0.00870093,1.24891e-5,-4.34303e-4,B. decurrens,349,8-6-5,2011-2638-1,12C,Illinois,Scott,39.7852777,-90.5902777,39.786569766256626,-90.58910563509704,-90.5902777,39.7852777,4.494366810369465,1.7090556653626248,23
Boltonia_350,0.0192778,-0.0019404,-0.00101915,-0.0197278,-0.0289491,0.00545302,0.0137459,-0.113247,-3.64025e-4,-3.99169e-4,B. decurrens,350,7-3-7,2011-2664-1,28,Illinois,Fulton,40.2047222,-90.1994444,40.207444479612775,-90.1871999885973,-90.1994444,40.2047222,4.494366810369465,1.7090556653626248,23
Boltonia_351,0.0144067,-6.88693e-4,0.0013053,-0.00254185,-2.0214e-4,-6.83804e-5,-0.00136231,0.00816202,5.71027e-5,-0.00103724,B. decurrens,351,3-5-11,2011-2638-1,11B,Illinois,Scott,39.7852777,-90.5902777,39.786569766256626,-90.58910563509704,-90.5902777,39.7852777,4.494366810369465,1.7090556653626248,23
Boltonia_352,0.0171368,-0.00182689,8.38193e-4,-0.0105465,-0.0148406,0.00160863,-0.0031651,0.0289406,-9.78109e-4,-6.86485e-4,B. decurrens,352,6-3-3,2011-2618-1,7B,Illinois,Peoria,40.7222223,-89.5519444,40.69352232924267,-89.59142458669179,-89.5519444,40.7222223,4.494366810369465,1.7090556653626248,23
Boltonia_353,0.0185775,-0.00207821,0.00108553,-0.0149061,-0.0192218,0.00273859,-0.00540444,0.0473429,0.00101884,-0.00178938,B. decurrens,353,2-5-7,2011-2623-1,28C,Illinois,Hennepin,NA,NA,41.34414603458205,-89.55849691836283,-89.55849691836283,41.34414603458205,4.494366810369465,1.7090556653626248,23
